test_type,gender,age_min,age_max,performance_reps,score
situp,female,22,24,46,23
situp,female,22,24,45,23
situp,female,22,24,44,23
situp,female,22,24,43,22
situp,female,22,24,42,22
situp,female,22,24,41,22
situp,female,22,24,40,21
situp,female,22,24,39,21
situp,female,22,24,38,21
situp,female,22,24,37,20
situp,female,22,24,36,20
situp,female,22,24,35,20
situp,female,22,24,34,19
situp,female,22,24,33,19
situp,female,22,24,32,19
situp,female,22,24,31,18
situp,female,22,24,30,18
situp,female,22,24,29,18
situp,female,22,24,28,17
situp,female,22,24,27,16
situp,female,22,24,26,16
situp,female,22,24,25,15
situp,female,22,24,24,15
situp,female,22,24,23,14
situp,female,22,24,22,13
situp,female,22,24,21,12
situp,female,22,24,20,11
situp,female,22,24,19,10
situp,female,22,24,18,8
situp,female,22,24,17,6
situp,female,22,24,16,4
situp,female,22,24,15,2
situp,female,22,24,14,1
situp,female,22,24,13,0
situp,female,22,24,12,0
situp,female,22,24,11,0
situp,female,22,24,10,0
situp,female,22,24,9,0
situp,female,22,24,8,0
situp,female,22,24,7,0
situp,female,22,24,6,0
situp,female,22,24,5,0
situp,female,22,24,4,0
situp,female,22,24,3,0
situp,female,22,24,2,0
situp,female,22,24,1,0
situp,male,25,27,60,25
situp,male,25,27,59,25
situp,male,25,27,58,25
situp,male,25,27,57,24
situp,male,25,27,56,24
situp,male,25,27,55,24
situp,male,25,27,54,24
situp,male,25,27,53,23
situp,male,25,27,52,23
situp,male,25,27,51,23
situp,male,25,27,50,23
situp,male,25,27,49,22
situp,male,25,27,48,22
situp,male,25,27,47,22
situp,male,25,27,46,22
situp,male,25,27,45,21
situp,male,25,27,44,21
situp,male,25,27,43,21
situp,male,25,27,42,21
situp,male,25,27,41,20
situp,male,25,27,40,20
situp,male,25,27,39,20
situp,male,25,27,38,20
situp,male,25,27,37,19
situp,male,25,27,36,19
situp,male,25,27,35,18
situp,male,25,27,34,18
situp,male,25,27,33,17
situp,male,25,27,32,16
situp,male,25,27,31,15
situp,male,25,27,30,14
situp,male,25,27,29,14
situp,male,25,27,28,13
situp,male,25,27,27,13
situp,male,25,27,26,12
situp,male,25,27,25,11
situp,male,25,27,24,10
situp,male,25,27,23,9
situp,male,25,27,22,8
situp,male,25,27,21,7
situp,male,25,27,20,7
situp,male,25,27,19,6
situp,male,25,27,18,6
situp,male,25,27,17,5
situp,male,25,27,16,4
situp,male,25,27,15,3
situp,male,25,27,14,2
situp,male,25,27,13,1
situp,male,25,27,12,0
situp,male,25,27,11,0
situp,male,25,27,10,0
situp,male,25,27,9,0
situp,male,25,27,8,0
situp,male,25,27,7,0
situp,male,25,27,6,0
situp,male,25,27,5,0
situp,male,25,27,4,0
situp,male,25,27,3,0
situp,male,25,27,2,0
situp,male,25,27,1,0
situp,female,25,27,52,25
situp,female,25,27,51,25
situp,female,25,27,50,25
situp,female,25,27,49,25
situp,female,25,27,48,25
situp,female,25,27,47,24
situp,female,25,27,46,24
situp,female,25,27,45,24
situp,female,25,27,44,23
situp,female,25,27,43,23
situp,female,25,27,42,23
situp,female,25,27,41,22
situp,female,25,27,40,22
situp,female,25,27,39,22
situp,female,25,27,38,21
situp,female,25,27,37,21
situp,female,25,27,36,21
situp,female,25,27,35,20
situp,female,25,27,34,20
situp,female,25,27,33,20
situp,female,25,27,32,19
situp,female,25,27,31,19
situp,female,25,27,30,19
situp,female,25,27,29,18
situp,female,25,27,28,18
situp,female,25,27,27,17
situp,female,25,27,26,16
situp,female,25,27,25,16
situp,female,25,27,24,15
situp,female,25,27,23,15
situp,female,25,27,22,14
situp,female,25,27,21,13
situp,female,25,27,20,12
situp,female,25,27,19,11
situp,female,25,27,18,10
situp,female,25,27,17,8
situp,female,25,27,16,6
situp,female,25,27,15,4
situp,female,25,27,14,2
situp,female,25,27,13,1
situp,female,25,27,12,0
situp,female,25,27,11,0
situp,female,25,27,10,0
situp,female,25,27,9,0
situp,female,25,27,8,0
situp,female,25,27,7,0
situp,female,25,27,6,0
situp,female,25,27,5,0
situp,female,25,27,4,0
situp,female,25,27,3,0
situp,female,25,27,2,0
situp,female,25,27,1,0
situp,male,28,30,60,25
situp,male,28,30,59,25
situp,male,28,30,58,25
situp,male,28,30,57,25
situp,male,28,30,56,24
situp,male,28,30,55,24
situp,male,28,30,54,24
situp,male,28,30,53,24
situp,male,28,30,52,23
situp,male,28,30,51,23
situp,male,28,30,50,23
situp,male,28,30,49,23
situp,male,28,30,48,22
situp,male,28,30,47,22
situp,male,28,30,46,22
situp,male,28,30,45,22
situp,male,28,30,44,21
situp,male,28,30,43,21
situp,male,28,30,42,21
situp,male,28,30,41,21
situp,male,28,30,40,20
situp,male,28,30,39,20
situp,male,28,30,38,20
situp,male,28,30,37,20
situp,male,28,30,36,19
situp,male,28,30,35,19
situp,male,28,30,34,18
situp,male,28,30,33,18
situp,male,28,30,32,17
situp,male,28,30,31,16
situp,male,28,30,30,15
situp,male,28,30,29,14
situp,male,28,30,28,14
situp,male,28,30,27,13
situp,male,28,30,26,13
situp,male,28,30,25,12
situp,male,28,30,24,11
situp,male,28,30,23,10
situp,male,28,30,22,9
situp,male,28,30,21,8
situp,male,28,30,20,7
situp,male,28,30,19,7
situp,male,28,30,18,6
situp,male,28,30,17,6
situp,male,28,30,16,5
situp,male,28,30,15,4
situp,male,28,30,14,3
situp,male,28,30,13,2
situp,male,28,30,12,1
situp,male,28,30,11,0
situp,male,28,30,10,0
situp,male,28,30,9,0
situp,male,28,30,8,0
situp,male,28,30,7,0
situp,male,28,30,6,0
situp,male,28,30,5,0
situp,male,28,30,4,0
situp,male,28,30,3,0
situp,male,28,30,2,0
situp,male,28,30,1,0
situp,male,31,33,60,25
situp,male,31,33,59,25
situp,male,31,33,58,25
situp,male,31,33,57,25
situp,male,31,33,56,25
situp,male,31,33,55,24
situp,male,31,33,54,24
situp,male,31,33,53,24
situp,male,31,33,52,24
situp,male,31,33,51,23
situp,male,31,33,50,23
situp,male,31,33,49,23
situp,male,31,33,48,23
situp,male,31,33,47,22
situp,male,31,33,46,22
situp,male,31,33,45,22
situp,male,31,33,44,22
situp,male,31,33,43,21
situp,male,31,33,42,21
situp,male,31,33,41,21
situp,male,31,33,40,21
situp,male,31,33,39,20
situp,male,31,33,38,20
situp,male,31,33,37,20
situp,male,31,33,36,20
situp,male,31,33,35,19
situp,male,31,33,34,19
situp,male,31,33,33,18
situp,male,31,33,32,18
situp,male,31,33,31,17
situp,male,31,33,30,16
situp,male,31,33,29,15
situp,male,31,33,28,14
situp,male,31,33,27,14
situp,male,31,33,26,13
situp,male,31,33,25,13
situp,male,31,33,24,12
situp,male,31,33,23,11
situp,male,31,33,22,10
situp,male,31,33,21,9
situp,male,31,33,20,8
situp,male,31,33,19,7
situp,male,31,33,18,7
situp,male,31,33,17,6
situp,male,31,33,16,6
situp,male,31,33,15,5
situp,male,31,33,14,4
situp,male,31,33,13,3
situp,male,31,33,12,2
situp,male,31,33,11,1
situp,male,31,33,10,0
situp,male,31,33,9,0
situp,male,31,33,8,0
situp,male,31,33,7,0
situp,male,31,33,6,0
situp,male,31,33,5,0
situp,male,31,33,4,0
situp,male,31,33,3,0
situp,male,31,33,2,0
situp,male,31,33,1,0
situp,male,34,36,60,25
situp,male,34,36,59,25
situp,male,34,36,58,25
situp,male,34,36,57,25
situp,male,34,36,56,25
situp,male,34,36,55,25
situp,male,34,36,54,24
situp,male,34,36,53,24
situp,male,34,36,52,24
situp,male,34,36,51,24
situp,male,34,36,50,23
situp,male,34,36,49,23
situp,male,34,36,48,23
situp,male,34,36,47,23
situp,male,34,36,46,22
situp,male,34,36,45,22
situp,male,34,36,44,22
situp,male,34,36,43,22
situp,male,34,36,42,21
situp,male,34,36,41,21
situp,male,34,36,40,21
situp,male,34,36,39,21
situp,male,34,36,38,20
situp,male,34,36,37,20
situp,male,34,36,36,20
situp,male,34,36,35,20
situp,male,34,36,34,19
situp,male,34,36,33,19
situp,male,34,36,32,18
situp,male,34,36,31,18
situp,male,34,36,30,17
situp,male,34,36,29,16
situp,male,34,36,28,15
situp,male,34,36,27,14
situp,male,34,36,26,14
situp,male,34,36,25,13
situp,male,34,36,24,13
situp,male,34,36,23,12
situp,male,34,36,22,11
situp,male,34,36,21,10
situp,male,34,36,20,9
situp,male,34,36,19,8
situp,male,34,36,18,7
situp,male,34,36,17,7
situp,male,34,36,16,6
situp,male,34,36,15,6
situp,male,34,36,14,5
situp,male,34,36,13,4
situp,male,34,36,12,3
situp,male,34,36,11,2
situp,male,34,36,10,1
situp,male,34,36,9,0
situp,male,34,36,8,0
situp,male,34,36,7,0
situp,male,34,36,6,0
situp,male,34,36,5,0
situp,male,34,36,4,0
situp,male,34,36,3,0
situp,male,34,36,2,0
situp,male,34,36,1,0
situp,male,37,39,60,25
situp,male,37,39,59,25
situp,male,37,39,58,25
situp,male,37,39,57,25
situp,male,37,39,56,25
situp,male,37,39,55,25
situp,male,37,39,54,25
situp,male,37,39,53,24
situp,male,37,39,52,24
situp,male,37,39,51,24
situp,male,37,39,50,24
situp,male,37,39,49,23
situp,male,37,39,48,23
situp,male,37,39,47,23
situp,male,37,39,46,23
situp,male,37,39,45,22
situp,male,37,39,44,22
situp,male,37,39,43,22
situp,male,37,39,42,22
situp,male,37,39,41,21
situp,male,37,39,40,21
situp,male,37,39,39,21
situp,male,37,39,38,21
situp,male,37,39,37,20
situp,male,37,39,36,20
situp,male,37,39,35,20
situp,male,37,39,34,20
situp,male,37,39,33,19
situp,male,37,39,32,19
situp,male,37,39,31,18
situp,male,37,39,30,18
situp,male,37,39,29,17
situp,male,37,39,28,16
situp,male,37,39,27,15
situp,male,37,39,26,14
situp,male,37,39,25,14
situp,male,37,39,24,13
situp,male,37,39,23,13
situp,male,37,39,22,12
situp,male,37,39,21,11
situp,male,37,39,20,10
situp,male,37,39,19,9
situp,male,37,39,18,8
situp,male,37,39,17,7
situp,male,37,39,16,7
situp,male,37,39,15,6
situp,male,37,39,14,6
situp,male,37,39,13,5
situp,male,37,39,12,4
situp,male,37,39,11,3
situp,male,37,39,10,2
situp,male,37,39,9,1
situp,male,37,39,8,0
situp,male,37,39,7,0
situp,male,37,39,6,0
situp,male,37,39,5,0
situp,male,37,39,4,0
situp,male,37,39,3,0
situp,male,37,39,2,0
situp,male,37,39,1,0
situp,male,40,42,60,25
situp,male,40,42,59,25
situp,male,40,42,58,25
situp,male,40,42,57,25
situp,male,40,42,56,25
situp,male,40,42,55,25
situp,male,40,42,54,25
situp,male,40,42,53,25
situp,male,40,42,52,24
situp,male,40,42,51,24
situp,male,40,42,50,24
situp,male,40,42,49,24
situp,male,40,42,48,23
situp,male,40,42,47,23
situp,male,40,42,46,23
situp,male,40,42,45,23
situp,male,40,42,44,22
situp,male,40,42,43,22
situp,male,40,42,42,22
situp,male,40,42,41,22
situp,male,40,42,40,21
situp,male,40,42,39,21
situp,male,40,42,38,21
situp,male,40,42,37,21
situp,male,40,42,36,20
situp,male,40,42,35,20
situp,male,40,42,34,20
situp,male,40,42,33,20
situp,male,40,42,32,19
situp,male,40,42,31,19
situp,male,40,42,30,18
situp,male,40,42,29,18
situp,male,40,42,28,17
situp,male,40,42,27,16
situp,male,40,42,26,15
situp,male,40,42,25,14
situp,male,40,42,24,14
situp,male,40,42,23,13
situp,male,40,42,22,13
situp,male,40,42,21,12
situp,male,40,42,20,11
situp,male,40,42,19,10
situp,male,40,42,18,9
situp,male,40,42,17,8
situp,male,40,42,16,7
situp,male,40,42,15,7
situp,male,40,42,14,6
situp,male,40,42,13,6
situp,male,40,42,12,5
situp,male,40,42,11,4
situp,male,40,42,10,3
situp,male,40,42,9,2
situp,male,40,42,8,1
situp,male,40,42,7,0
situp,male,40,42,6,0
situp,male,40,42,5,0
situp,male,40,42,4,0
situp,male,40,42,3,0
situp,male,40,42,2,0
situp,male,40,42,1,0
situp,male,43,45,60,25
situp,male,43,45,59,25
situp,male,43,45,58,25
situp,male,43,45,57,25
situp,male,43,45,56,25
situp,male,43,45,55,25
situp,male,43,45,54,25
situp,male,43,45,53,25
situp,male,43,45,52,25
situp,male,43,45,51,24
situp,male,43,45,50,24
situp,male,43,45,49,24
situp,male,43,45,48,24
situp,male,43,45,47,24
situp,male,43,45,46,23
situp,male,43,45,45,23
situp,male,43,45,44,23
situp,male,43,45,43,23
situp,male,43,45,42,22
situp,male,43,45,41,22
situp,male,43,45,40,22
situp,male,43,45,39,22
situp,male,43,45,38,21
situp,male,43,45,37,21
situp,male,43,45,36,21
situp,male,43,45,35,21
situp,male,43,45,34,20
situp,male,43,45,33,20
situp,male,43,45,32,20
situp,male,43,45,31,19
situp,male,43,45,30,19
situp,male,43,45,29,18
situp,male,43,45,28,18
situp,male,43,45,27,17
situp,male,43,45,26,16
situp,male,43,45,25,15
situp,male,43,45,24,14
situp,male,43,45,23,14
situp,male,43,45,22,13
situp,male,43,45,21,13
situp,male,43,45,20,12
situp,male,43,45,19,11
situp,male,43,45,18,10
situp,male,43,45,17,9
situp,male,43,45,16,8
situp,male,43,45,15,7
situp,male,43,45,14,7
situp,male,43,45,13,6
situp,male,43,45,12,6
situp,male,43,45,11,5
situp,male,43,45,10,4
situp,male,43,45,9,3
situp,male,43,45,8,2
situp,male,43,45,7,1
situp,male,43,45,6,0
situp,male,43,45,5,0
situp,male,43,45,4,0
situp,male,43,45,3,0
situp,male,43,45,2,0
situp,male,43,45,1,0
situp,male,46,48,60,25
situp,male,46,48,59,25
situp,male,46,48,58,25
situp,male,46,48,57,25
situp,male,46,48,56,25
situp,male,46,48,55,25
situp,male,46,48,54,25
situp,male,46,48,53,25
situp,male,46,48,52,25
situp,male,46,48,51,25
situp,male,46,48,50,24
situp,male,46,48,49,24
situp,male,46,48,48,24
situp,male,46,48,47,24
situp,male,46,48,46,24
situp,male,46,48,45,24
situp,male,46,48,44,23
situp,male,46,48,43,23
situp,male,46,48,42,23
situp,male,46,48,41,23
situp,male,46,48,40,22
situp,male,46,48,39,22
situp,male,46,48,38,22
situp,male,46,48,37,22
situp,male,46,48,36,21
situp,male,46,48,35,21
situp,male,46,48,34,21
situp,male,46,48,33,20
situp,male,46,48,32,20
situp,male,46,48,31,20
situp,male,46,48,30,19
situp,male,46,48,29,19
situp,male,46,48,28,18
situp,male,46,48,27,18
situp,male,46,48,26,17
situp,male,46,48,25,16
situp,male,46,48,24,15
situp,male,46,48,23,14
situp,male,46,48,22,14
situp,male,46,48,21,13
situp,male,46,48,20,13
situp,male,46,48,19,12
situp,male,46,48,18,11
situp,male,46,48,17,10
situp,male,46,48,16,9
situp,male,46,48,15,8
situp,male,46,48,14,7
situp,male,46,48,13,7
situp,male,46,48,12,6
situp,male,46,48,11,6
situp,male,46,48,10,5
situp,male,46,48,9,4
situp,male,46,48,8,3
situp,male,46,48,7,2
situp,male,46,48,6,1
situp,male,46,48,5,0
situp,male,46,48,4,0
situp,male,46,48,3,0
situp,male,46,48,2,0
situp,male,46,48,1,0
situp,male,49,51,60,25
situp,male,49,51,59,25
situp,male,49,51,58,25
situp,male,49,51,57,25
situp,male,49,51,56,25
situp,male,49,51,55,25
situp,male,49,51,54,25
situp,male,49,51,53,25
situp,male,49,51,52,25
situp,male,49,51,51,25
situp,male,49,51,50,25
situp,male,49,51,49,25
situp,male,49,51,48,24
situp,male,49,51,47,24
situp,male,49,51,46,24
situp,male,49,51,45,24
situp,male,49,51,44,24
situp,male,49,51,43,23
situp,male,49,51,42,23
situp,male,49,51,41,23
situp,male,49,51,40,23
situp,male,49,51,39,22
situp,male,49,51,38,22
situp,male,49,51,37,22
situp,male,49,51,36,22
situp,male,49,51,35,21
situp,male,49,51,34,21
situp,male,49,51,33,21
situp,male,49,51,32,20
situp,male,49,51,31,20
situp,male,49,51,30,20
situp,male,49,51,29,19
situp,male,49,51,28,19
situp,male,49,51,27,18
situp,male,49,51,26,18
situp,male,49,51,25,17
situp,male,49,51,24,16
situp,male,49,51,23,15
situp,male,49,51,22,14
situp,male,49,51,21,14
situp,male,49,51,20,13
situp,male,49,51,19,13
situp,male,49,51,18,12
situp,male,49,51,17,11
situp,male,49,51,16,10
situp,male,49,51,15,9
situp,male,49,51,14,8
situp,male,49,51,13,7
situp,male,49,51,12,7
situp,male,49,51,11,6
situp,male,49,51,10,6
situp,male,49,51,9,5
situp,male,49,51,8,4
situp,male,49,51,7,3
situp,male,49,51,6,2
situp,male,49,51,5,1
situp,male,49,51,4,0
situp,male,49,51,3,0
situp,male,49,51,2,0
situp,male,49,51,1,0
situp,male,52,54,60,25
situp,male,52,54,59,25
situp,male,52,54,58,25
situp,male,52,54,57,25
situp,male,52,54,56,25
situp,male,52,54,55,25
situp,male,52,54,54,25
situp,male,52,54,53,25
situp,male,52,54,52,25
situp,male,52,54,51,25
situp,male,52,54,50,25
situp,male,52,54,49,25
situp,male,52,54,48,25
situp,male,52,54,47,24
situp,male,52,54,46,24
situp,male,52,54,45,24
situp,male,52,54,44,24
situp,male,52,54,43,24
situp,male,52,54,42,23
situp,male,52,54,41,23
situp,male,52,54,40,23
situp,male,52,54,39,23
situp,male,52,54,38,23
situp,male,52,54,37,22
situp,male,52,54,36,22
situp,male,52,54,35,22
situp,male,52,54,34,21
situp,male,52,54,33,21
situp,male,52,54,32,21
situp,male,52,54,31,20
situp,male,52,54,30,20
situp,male,52,54,29,20
situp,male,52,54,28,19
situp,male,52,54,27,19
situp,male,52,54,26,18
situp,male,52,54,25,18
situp,male,52,54,24,17
situp,male,52,54,23,16
situp,male,52,54,22,15
situp,male,52,54,21,14
situp,male,52,54,20,14
situp,male,52,54,19,13
situp,male,52,54,18,13
situp,male,52,54,17,12
situp,male,52,54,16,11
situp,male,52,54,15,10
situp,male,52,54,14,9
situp,male,52,54,13,8
situp,male,52,54,12,7
situp,male,52,54,11,7
situp,male,52,54,10,6
situp,male,52,54,9,6
situp,male,52,54,8,5
situp,male,52,54,7,4
situp,male,52,54,6,3
situp,male,52,54,5,2
situp,male,52,54,4,1
situp,male,52,54,3,0
situp,male,52,54,2,0
situp,male,52,54,1,0
situp,male,55,57,60,25
situp,male,55,57,59,25
situp,male,55,57,58,25
situp,male,55,57,57,25
situp,male,55,57,56,25
situp,male,55,57,55,25
situp,male,55,57,54,25
situp,male,55,57,53,25
situp,male,55,57,52,25
situp,male,55,57,51,25
situp,male,55,57,50,25
situp,male,55,57,49,25
situp,male,55,57,48,25
situp,male,55,57,47,25
situp,male,55,57,46,25
situp,male,55,57,45,24
situp,male,55,57,44,24
situp,male,55,57,43,24
situp,male,55,57,42,24
situp,male,55,57,41,24
situp,male,55,57,40,24
situp,male,55,57,39,23
situp,male,55,57,38,23
situp,male,55,57,37,23
situp,male,55,57,36,22
situp,male,55,57,35,22
situp,male,55,57,34,22
situp,male,55,57,33,21
situp,male,55,57,32,21
situp,male,55,57,31,21
situp,male,55,57,30,20
situp,male,55,57,29,20
situp,male,55,57,28,20
situp,male,55,57,27,19
situp,male,55,57,26,19
situp,male,55,57,25,18
situp,male,55,57,24,18
situp,male,55,57,23,17
situp,male,55,57,22,16
situp,male,55,57,21,15
situp,male,55,57,20,14
situp,male,55,57,19,14
situp,male,55,57,18,13
situp,male,55,57,17,13
situp,male,55,57,16,12
situp,male,55,57,15,11
situp,male,55,57,14,10
situp,male,55,57,13,9
situp,male,55,57,12,8
situp,male,55,57,11,7
situp,male,55,57,10,7
situp,male,55,57,9,6
situp,male,55,57,8,6
situp,male,55,57,7,5
situp,male,55,57,6,4
situp,male,55,57,5,3
situp,male,55,57,4,2
situp,male,55,57,3,1
situp,male,55,57,2,0
situp,male,55,57,1,0
situp,male,58,60,60,25
situp,male,58,60,59,25
situp,male,58,60,58,25
situp,male,58,60,57,25
situp,male,58,60,56,25
situp,male,58,60,55,25
situp,male,58,60,54,25
situp,male,58,60,53,25
situp,male,58,60,52,25
situp,male,58,60,51,25
situp,male,58,60,50,25
situp,male,58,60,49,25
situp,male,58,60,48,25
situp,male,58,60,47,25
situp,male,58,60,46,25
situp,male,58,60,45,25
situp,male,58,60,44,25
situp,male,58,60,43,24
situp,male,58,60,42,24
situp,male,58,60,41,24
situp,male,58,60,40,24
situp,male,58,60,39,24
situp,male,58,60,38,23
situp,male,58,60,37,23
situp,male,58,60,36,23
situp,male,58,60,35,22
situp,male,58,60,34,22
situp,male,58,60,33,22
situp,male,58,60,32,21
situp,male,58,60,31,21
situp,male,58,60,30,21
situp,male,58,60,29,20
situp,male,58,60,28,20
situp,male,58,60,27,20
situp,male,58,60,26,19
situp,male,58,60,25,19
situp,male,58,60,24,18
situp,male,58,60,23,18
situp,male,58,60,22,17
situp,male,58,60,21,16
situp,male,58,60,20,15
situp,male,58,60,19,14
situp,male,58,60,18,14
situp,male,58,60,17,13
situp,male,58,60,16,13
situp,male,58,60,15,12
situp,male,58,60,14,11
situp,male,58,60,13,10
situp,male,58,60,12,9
situp,male,58,60,11,8
situp,male,58,60,10,7
situp,male,58,60,9,7
situp,male,58,60,8,6
situp,male,58,60,7,6
situp,male,58,60,6,5
situp,male,58,60,5,4
situp,male,58,60,4,3
situp,male,58,60,3,2
situp,male,58,60,2,1
situp,male,58,60,1,0
